Kingdom,Phylum,Class,Order,Family,Tax_label,ELLY27.29,ELLY31.33,ELLY36.38,ELLY40.42,ELLY52.54,ELLY56.58,ELLY61.63,ELLY65.67
Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,*Candidatus_Omnitrophus*,4520,6190,0,0,3830,830,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,*Phreatobacter*,160,60,1630,3300,0,80,1950,7900
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,*Roseomonas*,710,530,570,3510,310,40,1340,8060
Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Family of Ardenticatenales,Genus of *Ardenticatenales*,1920,1460,1790,0,8140,620,1080,0
Bacteria,Bacteroidota,SJA-28,SJA-28,SJA-28,*Bacteroidota* (*SJA-28*),3600,1900,1810,510,3470,1210,2460,0
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,*Lacihabitans*,1790,510,960,2300,1380,0,3720,4200
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,*Defluviimonas*,940,670,1320,4660,1420,280,1450,4000
Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,*Hydrocarboniphaga*,3100,1520,1000,1180,2200,140,4050,1350
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,*Aeromonas*,7800,2380,450,990,1900,160,290,380
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,*Opitutus*,0,2190,5940,0,2600,630,2890,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,*Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium*,0,430,660,3540,2630,90,5020,1500
Bacteria,Bacteroidota,Bacteroidia,Order of Bacteroidia,Family of Bacteroidia,Genus of *Bacteroidia*,1840,1410,3450,0,2240,200,1680,3000
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,*Terrimicrobiaceae* (*FukuN18_freshwater_group*),5050,2970,1200,0,3000,1160,430,0
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,*Thiothrix*,4850,3260,790,260,3750,420,420,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,*Pedomicrobium*,960,1370,4600,1020,830,110,3880,900
Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,Gastranaerophilales,*Gastranaerophilales*,6570,5320,0,0,1190,520,0,0
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,*Lentimicrobiaceae*,5630,2370,1980,0,2360,780,400,0
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,*Alishewanella*,7830,2090,0,970,1360,130,320,650
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,*Lautropia*,2840,2170,2580,440,3350,610,1250,100
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Genus of *Phycisphaeraceae*,1200,1620,1600,0,0,40,140,8700
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,*Aquaspirillum*,6600,1890,1190,0,2880,220,250,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,*Devosia*,3230,2020,2980,1530,1660,320,1090,0
Bacteria,Dependentiae,Babeliae,Babeliales,Babeliales,*Babeliales*,4340,1460,0,520,3200,770,2510,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Genus of *Rhodospirillaceae*,1620,2550,5860,640,400,90,1110,450
Bacteria,Proteobacteria,Gammaproteobacteria,Immundisolibacterales,Immundisolibacteraceae,Genus of *Immundisolibacteraceae*,5970,470,1000,0,430,50,620,3900
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,*Cytophaga*,1450,1760,1360,0,1220,40,1030,5400
Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,*Turicibacter*,2630,3620,1470,1620,1260,780,420,430
Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,*Acidibacter*,2870,1470,4590,0,2150,380,740,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Simplicispira*,7480,3200,0,0,1170,0,0,0
Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,*Hydrogenedensaceae*,2740,2540,2370,510,2290,600,770,0
Bacteria,Patescibacteria,Parcubacteria,Order of Parcubacteria,Family of Parcubacteria,Genus of *Parcubacteria*,5980,1110,0,0,3030,30,1660,0
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,*Fimbriiglobus*,360,750,2070,1130,850,190,1340,5100
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,*Microtrichaceae* (*IMCC26207*),3140,1050,2880,2360,1400,320,570,0
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,*Spirosomaceae*,240,0,400,9870,160,0,210,600
Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),*Bacteria* (*SAR324_clade(Marine_group_B)*),3830,2390,2200,0,2050,430,410,0
Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,*Anaerolineae* (*A4b*),1450,2540,3320,0,2660,660,630,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,*Methylocella*,0,0,0,0,0,0,540,10650
Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Genus of *Diplorickettsiaceae*,4040,3220,300,780,660,510,130,900
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Genus of *Gemmataceae*,900,2500,650,1510,2180,760,680,1280
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,*Spongiibacteraceae* (*BD1-7_clade*),1800,1840,1220,660,3650,700,540,0
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillales_Incertae_Sedis,*Stella*,2210,2520,2190,1300,940,290,830,0
Bacteria,Proteobacteria,Gammaproteobacteria,EV818SWSAP88,EV818SWSAP88,*Gammaproteobacteria* (*EV818SWSAP88*),0,630,1170,0,3140,2130,780,2400
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,*Candidatus_Paracaedibacter*,1320,3240,410,390,2600,1520,400,300
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,*Thermomonas*,0,1960,1690,2460,1150,370,290,2250
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Genus of *Propionibacteriaceae*,1940,840,430,390,3950,460,1580,550
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Sphaerotilus*,1380,3060,2350,0,2540,200,540,0
Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Genus of *Gemmatimonadaceae*,2530,1710,1620,0,2860,480,390,450
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Family of Rhodospirillales,Genus of *Rhodospirillales*,6970,2570,0,0,0,60,440,0
Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,*Anaerolineae* (*OLB13*),1430,1330,3360,640,2170,470,550,0
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,*Marinoscillum*,0,150,390,0,400,0,7290,1700
Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriae,Acidobacteriae,*Paludibaculum*,730,1150,1910,0,2230,470,1560,1800
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,*Lentimicrobium*,2960,1110,1710,0,2610,900,500,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,*Candidatus_Arcanobacter*,2660,960,2970,0,1400,330,1370,0
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,*Halieaceae* (*OM60(NOR5)_clade*),1420,1630,2210,660,2500,380,870,0
Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,*Gemmatimonas*,1900,1160,1490,640,1780,320,860,1500
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,*Prolixibacteraceae* (*WCHB1-32*),2160,2680,1890,0,2060,650,0,0
Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Genus of *Polyangiaceae*,2150,1940,2260,0,1040,150,250,1580
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,*Ahniella*,1680,2390,2900,0,1210,260,890,0
Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,*Pseudarcobacter*,5940,990,420,470,780,120,170,300
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,*Afipia*,720,0,0,1140,0,60,340,6900
Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Family of Micavibrionales,Genus of *Micavibrionales*,2390,2540,1380,0,2030,360,440,0
Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,*Candidatus_Competibacter*,2290,1700,2320,0,2100,660,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,*Ensifer*,0,0,0,1400,700,0,3700,3150
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Rhizobacter*,1450,1160,3380,1910,470,420,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,*Roseococcus*,0,0,0,1420,0,0,410,6950
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Genus of *Hydrogenophilaceae*,3070,1090,790,0,2690,630,300,0
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Genus of *Acetobacteraceae*,650,870,2600,1700,670,70,730,1200
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Genus of *Micropepsaceae*,440,2300,400,1560,2010,340,1220,0
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD3-93,*Sphingobacteriales* (*KD3-93*),2080,810,980,0,2050,230,1060,800
Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,*Thermoanaerobaculaceae* (*Subgroup_10*),0,4150,0,760,1970,370,750,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Genus of *Hyphomicrobiaceae*,1190,1900,2350,0,1090,320,1130,0
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,*Crenothrix*,2490,1750,140,0,2680,510,330,0
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,*Gemmata*,960,1530,340,1120,1020,220,1030,1600
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Genus of *Cellvibrionaceae*,4030,1000,100,0,2370,170,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Polaromonas*,4590,1630,0,0,1060,160,220,0
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Genus of *Spirosomaceae*,2870,560,690,0,200,0,530,2800
Bacteria,Proteobacteria,Gammaproteobacteria,CCM19a,CCM19a,*Gammaproteobacteria* (*CCM19a*),2480,1430,970,260,1690,600,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,*Rhizobiaceae*,2750,480,1280,0,830,220,330,1500
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,*Rivicola*,3830,1270,0,0,1860,170,170,0
Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,*Thermomicrobiales* (*JG30-KF-CM45*),1090,2000,400,1280,1630,340,400,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Macromonas*,5660,1420,0,0,0,20,0,0
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,*Chryseobacterium*,950,900,0,1960,810,50,580,1750
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,*Cloacibacterium*,2050,290,300,1390,250,60,400,2250
Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41,*Kiritimatiellae* (*WCHB1-41*),960,2100,400,0,2750,390,360,0
Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,*Arcobacter*,5440,830,0,0,610,40,0,0
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,*Terrimicrobium*,0,3380,2000,1530,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,*Uliginosibacterium*,2040,990,240,0,2700,400,440,0
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,*Alkanindiges*,2780,1070,330,390,950,140,140,1000
Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,*Coxiella*,0,2790,2170,260,1070,450,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,R7C24,*Gammaproteobacteria* (*R7C24*),0,740,4240,0,810,400,500,0
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,*Candidatus_Microthrix*,830,370,0,0,4360,590,530,0
Bacteria,Proteobacteria,Alphaproteobacteria,Order of Alphaproteobacteria,Family of Alphaproteobacteria,Genus of *Alphaproteobacteria*,180,2000,1690,650,1470,350,340,0
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,*Pseudarcicella*,1360,320,730,1110,0,40,200,2800
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,*Porphyrobacter*,0,0,0,0,0,0,500,6000
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,*Alistipes*,3250,1960,0,0,880,180,0,0
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,*Phormidiaceae* (*Tychonema_CCAP_1459-11B*),720,730,0,0,3300,710,790,0
Bacteria,Patescibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria,*Gracilibacteria*,2400,560,400,0,570,100,510,1700
Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,*Neochlamydia*,2280,1980,1530,0,180,150,110,0
Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,*Sandaracinus*,850,650,2570,520,1260,290,80,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,*Bradyrhizobium*,0,1820,1890,0,0,250,600,1650
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Candidatus_Hepatincola,*Candidatus_Hepatincola*,2510,470,0,0,1940,150,340,750
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,*Sphingomonas*,0,100,100,0,0,500,410,4950
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,*Rhodopirellula*,480,520,0,260,2170,820,1670,0
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,*Microbacterium*,360,1210,0,2980,580,150,290,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales,*Candidatus_Jidaibacter*,0,0,0,0,0,70,0,5400
Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,Bradymonadales,*Bradymonadales*,1200,540,970,0,870,130,340,1350
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,*Achromobacter*,0,0,0,0,0,0,0,5400
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Genus of *Xanthomonadaceae*,1070,0,0,1260,480,110,0,2400
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,*Nitrosomonadaceae* (*Ellin6067*),80,1770,1020,0,1340,210,870,0
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,*Lacibacter*,0,0,0,0,1060,0,0,4200
Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,*Myxococcaceae* (*P3OB-42*),1440,1040,1460,0,1030,240,0,0
Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,*Chlamydiales* (*cvE6*),1440,840,0,0,730,800,1160,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,*Pseudorhodoplanes*,0,0,1190,1030,0,200,2540,0
Bacteria,Elusimicrobiota,Lineage_IIb,Lineage_IIb,Lineage_IIb,*Lineage_IIb*,1460,640,0,0,2020,400,360,0
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,*Phycisphaeraceae* (*CL500-3*),0,1160,1390,0,1570,470,290,0
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,*Shewanella*,660,110,0,2850,280,20,60,870
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Genus of *Beijerinckiaceae*,850,420,600,780,890,140,210,900
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,*Candidatus_Amoebophilus*,1430,430,590,0,590,190,300,1200
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Genus of *Paludibacteraceae*,3600,880,0,0,200,0,0,0
Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosarcinaceae,*Methanosarcina*,1200,1590,0,0,1240,620,0,0
Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,*Holophagaceae*,2030,850,0,0,1360,410,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,*Alkanibacter*,1060,1060,870,1400,0,260,0,0
Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,Subgroup_17,*Vicinamibacteria* (*Subgroup_17*),0,2020,0,0,1640,380,580,0
Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,*Turneriella*,2020,690,1510,0,0,90,290,0
Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Genus of *Steroidobacteraceae*,0,1470,990,0,1070,310,590,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,*Proteiniclasticum*,1910,650,180,180,1170,90,120,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,*Prevotella*,2660,930,270,0,380,50,0,0
Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Genus of *Blastocatellaceae*,0,0,790,0,860,20,1080,1500
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,*Xenococcaceae* (*Pleurocapsa_PCC-7319*),1590,1030,330,0,960,340,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Family of Rickettsiales,Genus of *Rickettsiales*,1900,800,580,0,840,130,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,*Burkholderiales* (*TRA3-20*),600,0,590,0,490,90,810,1650
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,*Candidatus_Captivus*,950,1150,1180,900,0,30,0,0
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,*Aeromicrobium*,0,0,0,0,0,110,0,4050
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,*Schlesneria*,0,1110,1000,0,550,90,400,900
Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,*Peredibacter*,620,160,0,0,1240,60,0,1950
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Genus of *Moraxellaceae*,1320,680,400,0,770,50,220,520
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Genus of *Xanthobacteraceae*,0,940,0,0,1080,70,0,1800
Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Genus of *Actinomycetaceae*,1830,790,270,0,730,240,0,0
Bacteria,Patescibacteria,Microgenomatia,Candidatus_Collierbacteria,Candidatus_Collierbacteria,*Candidatus_Collierbacteria*,1680,320,0,0,1480,0,350,0
Bacteria,Elusimicrobiota,Rs-M47,Rs-M47,Rs-M47,*Elusimicrobiota* (*Rs-M47*),0,0,0,0,2610,900,290,0
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,*Iamia*,0,0,970,0,2260,340,210,0
Bacteria,Bdellovibrionota,Oligoflexia,053A03-B-DI-P58,053A03-B-DI-P58,*Oligoflexia* (*053A03-B-DI-P58*),2030,0,1000,260,240,0,230,0
Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,*Phaselicystis*,1160,510,790,0,430,330,490,0
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,*Rhodococcus*,0,790,0,380,60,390,0,2030
Bacteria,Acidobacteriota,Blastocatellia,11-24,11-24,*Blastocatellia* (*11-24*),0,950,0,0,1570,370,730,0
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,*Arcicella*,580,0,0,0,0,40,160,2800
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,*Ilumatobacteraceae* (*CL500-29_marine_group*),960,790,780,0,880,160,0,0
Bacteria,Cyanobacteria,Sericytochromatia,Sericytochromatia,Sericytochromatia,*Sericytochromatia*,1400,800,300,0,740,80,230,0
Bacteria,Proteobacteria,Gammaproteobacteria,Run-SP154,Run-SP154,*Gammaproteobacteria* (*Run-SP154*),1350,420,590,0,920,260,0,0
Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,RBG-13-54-9,*Anaerolineae* (*RBG-13-54-9*),240,320,1690,0,1070,120,80,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Ramlibacter*,1320,480,0,0,1140,0,570,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,*Macellibacteroides*,2380,860,80,0,150,0,0,0
Bacteria,Myxococcota,Polyangia,mle1-27,mle1-27,*Polyangia* (*mle1-27*),0,250,1410,0,50,160,730,750
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,T34,*Burkholderiales* (*T34*),240,100,180,110,1780,280,220,420
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,*Ruminococcus*,1810,490,0,130,810,80,0,0
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,*Blautia*,1950,760,0,260,260,70,0,0
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,*Tundrisphaera*,480,570,230,320,190,60,560,850
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,*Mesorhizobium*,0,850,1850,90,360,60,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,*Gemmobacter*,0,0,0,1800,0,0,0,1400
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,*Marmoricola*,1680,800,0,0,600,90,0,0
Bacteria,Desulfobacterota,Desulfuromonadia,PB19,PB19,*Desulfuromonadia* (*PB19*),1300,260,300,0,1100,40,160,0
Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Genus of *Bacteriovoracaceae*,1930,0,0,0,1080,0,70,0
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,*Hypnocyclicus*,2380,340,0,0,210,20,60,0
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,*Lentimonas*,1570,730,640,0,0,70,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Ferrovibrionales,Ferrovibrionaceae,*Ferrovibrio*,0,630,1610,760,0,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,*Aurantisolimonas*,2150,370,400,0,0,30,0,0
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,*Nocardioides*,240,160,590,910,350,30,620,0
Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Family of Defluviicoccales,Genus of *Defluviicoccales*,400,460,350,870,0,30,180,600
Bacteria,Firmicutes,Bacilli,Entomoplasmatales,Entomoplasmatales_Incertae_Sedis,*Candidatus_Hepatoplasma*,1910,840,0,0,0,100,0,0
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,*Phycisphaeraceae* (*SM1A02*),360,730,210,0,840,350,360,0
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,*Runella*,0,400,530,500,0,0,280,1100
Bacteria,Proteobacteria,Gammaproteobacteria,HglApr721,HglApr721,*Gammaproteobacteria* (*HglApr721*),0,0,0,1270,0,0,940,600
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,*Rhodopseudomonas*,0,0,0,0,0,0,470,2250
Bacteria,Acidobacteriota,Blastocatellia,DS-100,DS-100,*Blastocatellia* (*DS-100*),0,940,790,0,700,260,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,*Denitratisoma*,640,600,400,0,780,240,0,0
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,*Flavihumibacter*,0,0,0,440,840,0,760,600
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,*Enterococcus*,1800,560,0,0,220,50,0,0
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,*Phaeodactylibacter*,0,540,1180,0,490,120,290,0
Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,MVP-88,*Elusimicrobia* (*MVP-88*),1420,0,0,0,820,380,0,0
Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,*Desulfobulbus*,610,690,590,0,420,300,0,0
Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,*Bacteriovorax*,1080,800,0,0,720,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Genus of *Beggiatoaceae*,1670,0,0,0,830,60,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Genus of *Enterobacteriaceae*,1650,530,0,0,230,50,70,0
Bacteria,Desulfobacterota,Class of Desulfobacterota,Order of Desulfobacterota,Family of Desulfobacterota,Genus of *Desulfobacterota*,0,790,0,260,970,200,300,0
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,*Methanobrevibacter*,1430,430,0,0,600,0,0,0
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,*Luteolibacter*,0,0,0,0,700,210,320,1200
