Kingdom,Phylum,Class,Order,Family,Sample.01,Sample.02,Sample.03,Sample.04
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,*Caulobacteraceae*,0.14,0.25,0.33,1.62
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,*Pirellulaceae*,0.29,1.11,0.5,0.33
Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,*Unknown_Family*,0.86,1.15,0.11,0.07
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Nomurabacteria,*Candidatus_Nomurabacteria*,1.42,0.46,0.2,0.05
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,*Family* (*of*) Chitinophagales,0.82,0.69,0.52,0.04
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,*Paracaedibacteraceae*,0.32,0.63,0.53,0.3
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,*Xanthomonadaceae*,0.2,0.55,0.25,0.74
Bacteria,Proteobacteria,Gammaproteobacteria,CHAB-XI-27,*CHAB-XI-27*,0.35,0.37,0.74,0.26
Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,*Reyranellaceae*,0.22,0.35,0.21,0.92
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,*Microscillaceae*,0.39,0.46,0.7,0.1
Bacteria,Patescibacteria,Parcubacteria,Parcubacteria,*Parcubacteria*,1.07,0.26,0.24,0
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,*env.OPS_17*,0.56,0.35,0.52,0.05
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,*Methylophilaceae*,0.14,0.13,0.3,0.9
Bacteria,Myxococcota,Polyangia,Haliangiales,*Haliangiaceae*,0.47,0.6,0.31,0.08
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,*Cellvibrionaceae*,0.9,0.38,0.06,0.04
Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,*Bdellovibrionaceae*,0.64,0.49,0.17,0.04
Bacteria,Proteobacteria,Class of Proteobacteria,Order of Proteobacteria,*Family* (*of*) Proteobacteria,0.39,0.57,0.26,0.1
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,*AB1*,0.14,0.23,0.53,0.4
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,*NS9_marine_group*,0.36,0.33,0.38,0.06
Bacteria,Dependentiae,Babeliae,Babeliales,*Babeliales*,0.46,0.62,0,0.01
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,*Beijerinckiaceae*,0.12,0.15,0.05,0.75
Bacteria,Spirochaetota,Leptospirae,Leptospirales,*Leptospiraceae*,0.81,0.15,0.1,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,*Rhizobiaceae*,0.18,0.23,0.3,0.34
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,*AKYH767*,0.38,0.4,0.25,0.01
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,*Sphingobacteriaceae*,0.2,0.4,0.16,0.24
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,*Rhizobiales_Incertae_Sedis*,0.15,0.25,0.31,0.2
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,*Hyphomicrobiaceae*,0.16,0.26,0.41,0.07
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,*Family* (*of*) Planctomycetales,0.05,0.41,0.16,0.23
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,*Rikenellaceae*,0.47,0.34,0.01,0
Bacteria,Proteobacteria,Alphaproteobacteria,Caedibacterales,*Caedibacteraceae*,0.15,0.57,0.07,0.03
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,*Alcaligenaceae*,0.12,0.18,0.08,0.42
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,*Legionellaceae*,0.1,0.11,0.53,0.05
Bacteria,Actinobacteriota,Actinobacteria,Order of Actinobacteria,*Family* (*of*) Actinobacteria,0.32,0.34,0.07,0.05
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,*Paludibacteraceae*,0.51,0.2,0.01,0.02
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,*SM2D12*,0.32,0.31,0.06,0.02
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,*Opitutaceae*,0.12,0.23,0.31,0
Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,*Kapabacteriales*,0.26,0.16,0.21,0.02
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,*Rhodanobacteraceae*,0.19,0.3,0.16,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,*Carnobacteriaceae*,0.31,0.27,0.04,0.02
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,*Microtrichaceae*,0.18,0.2,0.17,0.05
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,*Prolixibacteraceae*,0.22,0.27,0.11,0
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,*37-13*,0.18,0.23,0.15,0.02
Bacteria,Dependentiae,Babeliae,Babeliales,*Vermiphilaceae*,0.12,0.24,0.11,0.11
Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,*0319-6G20*,0.29,0.25,0.04,0
Bacteria,Proteobacteria,Gammaproteobacteria,Order of Gammaproteobacteria,*Family* (*of*) Gammaproteobacteria,0.19,0.27,0.06,0.06
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,*Pseudohongiellaceae*,0.18,0.11,0.2,0.08
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,*Sutterellaceae*,0.19,0.18,0.15,0.01
Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,*Family* (*of*) Oligoflexales,0.04,0.12,0.36,0.01
Bacteria,Myxococcota,Polyangia,Nannocystales,*Nannocystaceae*,0.13,0.17,0.16,0.05
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,*Halomonadaceae*,0.14,0.24,0.12,0
Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,*Acidithiobacillaceae*,0.05,0.42,0,0
Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,*Simkaniaceae*,0.12,0.25,0.05,0.04
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,*LiUU-11-161*,0.18,0.19,0.08,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,*A0839*,0.03,0.32,0.06,0.04
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,*Intrasporangiaceae*,0.14,0.22,0.09,0
Bacteria,Chloroflexi,Anaerolineae,1-20,*1-20*,0.08,0.16,0.2,0.02
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,*Mycobacteriaceae*,0,0.09,0.33,0.03
Bacteria,Myxococcota,Polyangia,Polyangiales,*Sandaracinaceae*,0.15,0.11,0.16,0.03
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,*Terrimicrobiaceae*,0.09,0.24,0.08,0.04
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,*Bacteroidaceae*,0.25,0.16,0,0.01
Bacteria,Dependentiae,Babeliae,Babeliales,*UBA12409*,0.06,0.05,0.31,0
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,*Gemmataceae*,0.04,0.19,0.09,0.1
Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,*Family* (*of*) Chlamydiales,0.11,0.13,0.07,0.1
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,*Crocinitomicaceae*,0.14,0.12,0.13,0.01
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,*Lentimicrobiaceae*,0.17,0.13,0.09,0
Bacteria,Chloroflexi,Anaerolineae,Caldilineales,*Caldilineaceae*,0.08,0.18,0.13,0
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,*Isosphaeraceae*,0.1,0.17,0.05,0.07
Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,*Arcobacteraceae*,0.27,0.09,0.01,0.01
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,*Acetobacteraceae*,0.03,0.08,0.1,0.17
Bacteria,Chloroflexi,Anaerolineae,SBR1031,*A4b*,0.06,0.15,0.16,0.02
Bacteria,Patescibacteria,Parcubacteria,Order of Parcubacteria,*Family* (*of*) Parcubacteria,0.23,0.13,0.01,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,*Aquaspirillaceae*,0.21,0.12,0.03,0
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,*Aeromonadaceae*,0.18,0.12,0.01,0.02
Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,*Gastranaerophilales*,0.12,0.2,0,0
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,*Phycisphaeraceae*,0.03,0.22,0.08,0
Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,*Omnitrophaceae*,0.08,0.23,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,*Rhodospirillaceae*,0.05,0.11,0.14,0.02
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,*Gallionellaceae*,0.08,0.13,0.1,0.01
Bacteria,WPS-2,WPS-2,WPS-2,*WPS-2*,0.08,0.11,0.07,0.04
Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,*Gemmatimonadaceae*,0.08,0.11,0.08,0.02
Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,*Ga0077536*,0.1,0.09,0.09,0
Bacteria,Firmicutes,Bacilli,Erysipelotrichales,*Erysipelotrichaceae*,0.06,0.14,0.04,0.04
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,*Xanthobacteraceae*,0.01,0.11,0.08,0.08
Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,*Diplorickettsiaceae*,0.09,0.15,0.02,0.02
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,*Chthoniobacteraceae*,0.08,0.09,0.1,0
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,*67-14*,0.08,0.12,0.06,0
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,*Family* (*of*) Vicinamibacterales,0,0.14,0.1,0.02
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,*Thiotrichaceae*,0.1,0.13,0.02,0.01
Bacteria,Myxococcota,Polyangia,Polyangiales,*Polyangiaceae*,0.07,0.11,0.07,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,*Devosiaceae*,0.06,0.08,0.07,0.04
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,*Family* (*of*) Flavobacteriales,0.06,0.09,0.03,0.06
Bacteria,Firmicutes,Clostridia,Lachnospirales,*Lachnospiraceae*,0.11,0.1,0.01,0.02
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,*Azospirillales_Incertae_Sedis*,0.04,0.1,0.06,0.04
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,*Family* (*of*) Rhodospirillales,0.13,0.1,0,0
Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),*SAR324_clade(Marine_group_B)*,0.08,0.09,0.06,0
Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,*Hydrogenedensaceae*,0.05,0.1,0.06,0.01
Bacteria,Myxococcota,Polyangia,Blfdi19,*Blfdi19*,0.06,0.09,0.05,0.01
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,*Weeksellaceae*,0.06,0.05,0.01,0.08
Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,*Fibrobacteraceae*,0.18,0.02,0,0
Bacteria,Bacteroidota,SJA-28,SJA-28,*SJA-28*,0.07,0.07,0.04,0.01
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,*Vicinamibacteraceae*,0,0.05,0.09,0.04
Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,*Family* (*of*) Micavibrionales,0.05,0.1,0.04,0
Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,*Competibacteraceae*,0.04,0.08,0.06,0
Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,*Thermoanaerobaculaceae*,0,0.16,0,0.02
Bacteria,Bacteroidota,Bacteroidia,Order of Bacteroidia,*Family* (*of*) Bacteroidia,0.04,0.05,0.08,0
Bacteria,Myxococcota,Myxococcia,Myxococcales,*Myxococcaceae*,0.05,0.06,0.05,0.01
Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,*Coxiellaceae*,0,0.11,0.05,0.01
Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,*Parachlamydiaceae*,0.04,0.08,0.04,0
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,*Halieaceae*,0.03,0.06,0.05,0.02
Bacteria,Proteobacteria,Alphaproteobacteria,Order of Alphaproteobacteria,*Family* (*of*) Alphaproteobacteria,0,0.08,0.05,0.02
Bacteria,Proteobacteria,Gammaproteobacteria,Immundisolibacterales,*Immundisolibacteraceae*,0.11,0.02,0.02,0
