Kingdom,Phylum,Class,Order,Family,Tax_label,ABOR.S006,ABOR.S015,ABOR.S017,ABOR.S019,ABOR.S021,ABOR.S023,ABOR.S034,ABOR.S039,ABOR.S041,ABOR.S043,ABOR.S045,ABOR.S047
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,Genus of *Gimesiaceae*,0.02,0.01,0,0,0,0,0.07,0.02,0.02,0.03,0.02,0.11
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,*Schlesneria*,0.05,0,0,0,0,0,0.09,0.03,0,0.02,0.03,0.07
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,*Nitrosomonadaceae* (*IS-44*),0.11,0.01,0,0,0,0,0.13,0.01,0,0,0,0.03
Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22,*Gracilibacteria* (*JGI_0000069-P22*),0.12,0.02,0.01,0,0,0,0.07,0,0.02,0.02,0.03,0
Bacteria,Chloroflexi,OLB14,OLB14,OLB14,*Chloroflexi* (*OLB14*),0.1,0,0,0,0,0,0.08,0.03,0,0,0.03,0.04
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,LiUU-11-161,*Sphingobacteriales* (*LiUU-11-161*),0.15,0,0,0,0,0,0.11,0.01,0,0,0,0
Bacteria,Planctomycetota,vadinHA49,vadinHA49,vadinHA49,*Planctomycetota* (*vadinHA49*),0.09,0.01,0,0,0,0,0.1,0.02,0,0.01,0.02,0.03
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Amb-16S-1323,*Rhizobiales* (*Amb-16S-1323*),0.04,0.02,0.01,0,0,0.01,0.09,0.04,0.01,0.01,0.02,0.02
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Family of Rickettsiales,Genus of *Rickettsiales*,0.07,0.01,0.01,0,0,0,0.12,0.01,0.01,0,0,0.02
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Jorgensenbacteria,Candidatus_Jorgensenbacteria,*Candidatus_Jorgensenbacteria*,0.04,0,0,0,0,0,0.09,0.02,0.02,0.01,0.04,0.04
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,*Flavobacterium*,0.04,0,0,0,0,0,0.02,0.02,0.01,0,0.15,0
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,*Candidatus_Paracaedibacter*,0.07,0.01,0,0,0,0,0.08,0.02,0,0,0.01,0.06
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,*Candidatus_Megaira*,0.11,0,0,0,0,0,0.1,0.03,0,0,0,0.01
Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,*Peredibacter*,0.13,0.01,0,0,0,0,0.09,0,0,0,0,0.02
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,*Solirubrobacterales* (*67-14*),0.09,0,0,0,0.01,0,0.07,0.03,0.01,0,0,0.03
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,KF-JG30-B3,*Rhizobiales* (*KF-JG30-B3*),0.06,0.02,0,0,0,0,0.08,0.02,0,0.01,0.03,0.01
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Yanofskybacteria,Candidatus_Yanofskybacteria,*Candidatus_Yanofskybacteria*,0.07,0.02,0,0,0,0.01,0.07,0.02,0,0,0.02,0.03
Bacteria,Dependentiae,Babeliae,Babeliales,Family of Babeliales,Genus of *Babeliales*,0.06,0,0.01,0,0,0,0.04,0.05,0,0.01,0.03,0.04
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,*Diplosphaera*,0,0,0,0,0,0,0.05,0.05,0,0.01,0.02,0.1
Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,*Bacteriovorax*,0.14,0,0,0,0,0,0.08,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Caedibacterales,Caedibacteraceae,*Candidatus_Nucleicultrix*,0.01,0.01,0,0,0,0,0.06,0.01,0.01,0.01,0.03,0.07
Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,*Candidatus_Ovatusbacter*,0.1,0,0,0,0,0,0.1,0.01,0,0,0,0.01
Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,MVP-88,*Elusimicrobia* (*MVP-88*),0.12,0,0,0,0,0,0.09,0,0,0,0.01,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Family of Rhizobiales,Genus of *Rhizobiales*,0.05,0.01,0,0,0,0,0.06,0.02,0,0.01,0.01,0.05
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,B1-7BS,*Burkholderiales* (*B1-7BS*),0.1,0,0,0,0,0,0.09,0,0,0,0,0.01
Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC_AAA286-E23,*Woesearchaeales* (*SCGC_AAA286-E23*),0.05,0.01,0.01,0,0,0,0.07,0,0.01,0,0,0.05
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Genus of *Paracaedibacteraceae*,0.09,0,0,0,0,0,0.07,0,0,0,0,0.03
Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,Desulfobaccaceae,*Desulfobacca*,0.03,0,0,0,0,0,0.06,0.02,0,0.02,0.01,0.06
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,*Phenylobacterium*,0.02,0.02,0.02,0,0.04,0,0.03,0.03,0,0,0.03,0.01
Bacteria,Patescibacteria,Parcubacteria,Paceibacterales,Paceibacteraceae,*Candidatus_Paceibacter*,0.03,0.01,0,0,0,0,0.04,0.03,0,0,0.03,0.04
Bacteria,Chloroflexi,Dehalococcoidia,GIF3,GIF3,*Dehalococcoidia* (*GIF3*),0.05,0,0,0,0,0,0.04,0,0,0.01,0.04,0.05
Bacteria,Patescibacteria,Microgenomatia,Candidatus_Daviesbacteria,Candidatus_Daviesbacteria,*Candidatus_Daviesbacteria*,0.01,0,0,0,0,0,0.03,0.04,0,0,0.02,0.08
Bacteria,Chloroflexi,Dehalococcoidia,t0.6.f,t0.6.f,*Dehalococcoidia* (*t0.6.f*),0.03,0,0,0,0.01,0.01,0.06,0,0,0.01,0.02,0.04
Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,*Candidatus_Berkiella*,0.08,0,0,0,0,0,0.07,0.02,0,0,0,0.01
Bacteria,Dependentiae,Babeliae,Babeliales,UBA12409,*Babeliales* (*UBA12409*),0.02,0,0,0,0,0,0.05,0,0.01,0.03,0.01,0.06
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,*Sideroxydans*,0.07,0,0,0,0,0,0.08,0,0,0,0,0.02
Bacteria,Patescibacteria,Parcubacteria,UBA9983,UBA9983,*Parcubacteria* (*UBA9983*),0.04,0.01,0,0,0,0,0.08,0,0,0.01,0.04,0.01
Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Family of Dehalococcoidales,Genus of *Dehalococcoidales*,0.02,0.04,0,0,0,0.01,0.02,0,0,0.01,0.01,0.06
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadales,*Saccharimonadales*,0.04,0,0,0,0,0,0.08,0.02,0,0,0,0.03
Bacteria,Acidobacteriota,Subgroup_5,Subgroup_5,Subgroup_5,*Acidobacteriota* (*Subgroup_5*),0.08,0,0,0,0,0,0.06,0.01,0,0,0,0.01
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Hydrogenophaga*,0.01,0.02,0.02,0.01,0.01,0.01,0,0.02,0.01,0.01,0.01,0.04
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Genus of *Sphingomonadaceae*,0.04,0,0,0,0,0,0.05,0,0,0,0.06,0
Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Family of Woesearchaeales,Genus of *Woesearchaeales*,0.08,0,0.01,0,0.01,0.01,0.04,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Polaromonas*,0,0,0,0.01,0,0,0,0,0,0,0.13,0.01
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,*Lacunisphaera*,0.11,0,0,0,0,0,0.04,0,0,0,0,0
Bacteria,Patescibacteria,Microgenomatia,Candidatus_Woesebacteria,Candidatus_Woesebacteria,*Candidatus_Woesebacteria*,0.03,0.02,0,0,0,0.01,0,0.04,0,0.02,0.01,0.01
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Genus of *Rhizobiales_Incertae_Sedis*,0.05,0,0,0,0.02,0,0.04,0.02,0,0,0,0.02
Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,Ga0077536,*Gammaproteobacteria* (*Ga0077536*),0.08,0,0,0,0,0,0.07,0,0,0,0,0
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,*Blastopirellula*,0.01,0,0,0,0,0,0.05,0.03,0,0.01,0,0.04
Bacteria,Latescibacterota,Latescibacterota,Latescibacterota,Latescibacterota,*Latescibacterota*,0.07,0.01,0,0,0,0,0.06,0.01,0,0,0,0
Bacteria,Myxococcota,Polyangia,Blfdi19,Blfdi19,*Polyangia* (*Blfdi19*),0.05,0,0,0,0,0.01,0.06,0.01,0,0,0,0.01
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Campbellbacteria,Candidatus_Campbellbacteria,*Candidatus_Campbellbacteria*,0.03,0,0,0,0,0,0.11,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Genus of *Caulobacteraceae*,0.03,0,0,0,0,0,0.03,0.02,0,0.01,0.01,0.03
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,*Polynucleobacter*,0.06,0,0,0,0,0,0.06,0.01,0,0,0.01,0
Bacteria,Acidobacteriota,Subgroup_22,Subgroup_22,Subgroup_22,*Acidobacteriota* (*Subgroup_22*),0.06,0,0,0,0,0,0.04,0.01,0,0,0.01,0.02
Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,*Staphylococcus*,0.02,0.01,0.01,0.01,0.01,0.01,0,0.02,0.01,0.01,0.01,0.01
Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,*Aquicella*,0.04,0,0,0,0,0,0.04,0.01,0.01,0,0,0.03
Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,*Woeseia*,0.07,0,0,0,0,0,0.06,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,*Arenimonas*,0.01,0,0,0,0.01,0,0.03,0.02,0.01,0,0.03,0.02
Bacteria,Armatimonadota,Class of Armatimonadota,Order of Armatimonadota,Family of Armatimonadota,Genus of *Armatimonadota*,0.03,0,0,0,0,0,0.04,0,0,0,0.01,0.04
Archaea,Altiarchaeota,Altiarchaeia,Altiarchaeales,Altiarchaeaceae,*Candidatus_Altiarchaeum*,0,0.01,0,0,0,0,0.02,0.04,0,0,0.05,0
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Genus of *Pedosphaeraceae*,0.07,0,0,0,0,0,0.04,0,0,0,0,0
Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Genus of *Gemmatimonadaceae*,0.03,0,0,0,0,0,0.05,0.02,0,0,0,0.02
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Genus of *Opitutaceae*,0.07,0,0,0,0,0,0.05,0,0,0,0,0
Bacteria,Chloroflexi,Dehalococcoidia,MSBL5,MSBL5,*Dehalococcoidia* (*MSBL5*),0.02,0,0,0,0,0,0.02,0.01,0,0.01,0,0.06
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,*Cryomorphaceae* (*NS10_marine_group*),0.07,0,0,0,0,0,0.05,0,0,0,0,0
Archaea,Iainarchaeota,Iainarchaeia,Iainarchaeales,Iainarchaeales,*Iainarchaeales*,0.03,0.02,0.01,0,0.02,0.02,0.01,0,0,0,0,0.02
Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,*Myxococcaceae* (*P3OB-42*),0.04,0,0,0,0,0,0.05,0,0,0,0.01,0.01
Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Arctic95B-14,*Victivallales* (*Arctic95B-14*),0.06,0,0,0,0,0,0.06,0,0,0,0,0
Bacteria,Planctomycetota,Pla3_lineage,Pla3_lineage,Pla3_lineage,*Planctomycetota* (*Pla3_lineage*),0.06,0,0,0,0,0,0.05,0,0,0,0,0.01
Bacteria,Planctomycetota,Phycisphaerae,mle1-8,mle1-8,*Phycisphaerae* (*mle1-8*),0.05,0.01,0,0,0,0,0.05,0,0,0,0,0.01
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,*Phycisphaeraceae* (*AKYG587*),0.04,0,0,0,0,0,0.05,0,0,0,0,0.02
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,*Nitrosomonadaceae* (*mle1-7*),0.07,0,0,0,0,0,0.04,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Genus of *Neisseriaceae*,0.05,0,0,0,0,0,0.03,0.01,0,0,0,0.01
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Moranbacteria,Candidatus_Moranbacteria,*Candidatus_Moranbacteria*,0.01,0,0,0,0,0,0.02,0.01,0,0.01,0.02,0.04
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,*Candidatus_Nitrotoga*,0.05,0,0,0.01,0,0,0.06,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,KF-JG30-C25,KF-JG30-C25,*Gammaproteobacteria* (*KF-JG30-C25*),0.05,0,0,0,0,0,0.04,0,0,0,0,0
Bacteria,Chloroflexi,Dehalococcoidia,JdFR-54,JdFR-54,*Dehalococcoidia* (*JdFR-54*),0.03,0,0,0,0,0,0.01,0,0,0,0.01,0.05
Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Family of Defluviicoccales,Genus of *Defluviicoccales*,0.03,0,0,0,0,0,0.05,0.01,0,0,0,0
Bacteria,FCPU426,FCPU426,FCPU426,FCPU426,*Bacteria* (*FCPU426*),0.04,0.01,0,0,0,0,0.05,0,0,0,0,0
Bacteria,Actinobacteriota,Acidimicrobiia,Order of Acidimicrobiia,Family of Acidimicrobiia,Genus of *Acidimicrobiia*,0.02,0.01,0,0,0,0,0.02,0.01,0,0.01,0,0.02
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,*Flavobacteriales* (*NS9_marine_group*),0.04,0,0,0,0,0,0.05,0,0,0,0,0
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,*Ilumatobacteraceae* (*CL500-29_marine_group*),0.02,0,0,0,0,0,0.04,0.01,0,0.01,0.03,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Schlegelella*,0.01,0,0.01,0.01,0.01,0.01,0,0,0,0.01,0,0.04
Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,*Candidatus_Endoecteinascidia*,0.05,0,0.01,0,0,0,0.02,0.01,0,0,0,0.01
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,*Crenothrix*,0.03,0,0,0,0.01,0,0.04,0.01,0,0.01,0,0.01
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Family of Chitinophagales,Genus of *Chitinophagales*,0.06,0,0,0,0,0,0.03,0,0,0,0,0
Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,*Bdellovibrionaceae* (*OM27_clade*),0.05,0,0,0,0,0,0.04,0,0,0,0,0
Bacteria,WPS-2,WPS-2,WPS-2,WPS-2,*Bacteria* (*WPS-2*),0.05,0,0,0,0,0,0.04,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,*Ketobacter*,0.03,0.02,0.01,0,0,0,0.03,0,0,0,0,0
Bacteria,Bacteroidota,OC31,OC31,OC31,*Bacteroidota* (*OC31*),0.01,0.02,0,0,0,0,0.02,0,0,0,0,0.05
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,*Rhodopirellula*,0.03,0,0,0,0,0,0.04,0,0,0,0,0.02
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,*Luteimonas*,0.01,0,0,0.01,0,0.01,0.01,0,0,0,0.06,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,*Rickettsiales* (*AB1*),0.02,0,0,0,0,0,0.04,0.01,0,0,0,0.02
Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,*Neochlamydia*,0.03,0.01,0,0,0,0,0.03,0,0,0,0,0.01
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Rhizobacter*,0.02,0,0,0,0,0,0.02,0,0.03,0.02,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Tenderiales,Tenderiaceae,*Candidatus_Tenderia*,0.04,0,0,0,0,0,0.05,0,0,0,0,0
Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1),*Gracilibacteria* (*Absconditabacteriales_(SR1)*),0.02,0,0,0,0,0,0.06,0,0,0,0,0.01
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Genus of *Hyphomicrobiaceae*,0.03,0,0,0,0,0,0.04,0.02,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,*Dongia*,0.03,0,0,0,0,0,0.04,0,0,0,0,0
Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,Genus of *Sandaracinaceae*,0.03,0,0,0,0,0,0.02,0.01,0,0,0,0.02
Bacteria,Bacteroidota,Bacteroidia,Order of Bacteroidia,Family of Bacteroidia,Genus of *Bacteroidia*,0.01,0,0,0,0,0,0.06,0,0,0,0,0
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Nealsonbacteria,Candidatus_Nealsonbacteria,*Candidatus_Nealsonbacteria*,0.02,0,0,0,0,0,0.01,0.01,0,0,0.02,0.02
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,*Pseudolabrys*,0.06,0.02,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,*Candidatus_Captivus*,0.04,0,0,0,0,0,0.03,0.01,0,0,0,0.01
Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,*Nitrosarchaeum*,0.01,0,0,0,0,0,0,0,0,0,0.03,0.04
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,*Fluviicola*,0.04,0,0,0,0,0,0.03,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Genus of *Beggiatoaceae*,0.03,0,0,0,0,0,0.05,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,*Undibacterium*,0.02,0,0,0,0,0,0.04,0.01,0,0.01,0.01,0
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,*Saccharimonadales* (*LWQ8*),0.02,0,0,0,0,0,0.04,0.01,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,*Candidatus_Finniella*,0.03,0,0,0,0,0,0.03,0,0,0,0,0.02
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,*Flaviaesturariibacter*,0.01,0.01,0,0,0.01,0,0,0.01,0,0.01,0.01,0.03
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Lloydbacteria,Candidatus_Lloydbacteria,*Candidatus_Lloydbacteria*,0.02,0,0,0,0,0,0.04,0.01,0,0,0,0
Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,*Methanoregula*,0.04,0,0.01,0,0.01,0,0.01,0,0,0,0.01,0.01
Bacteria,Planctomycetota,Phycisphaerae,MSBL9,SG8-4,*Phycisphaerae* (*SG8-4*),0.03,0,0,0,0,0,0.02,0,0,0,0,0.03
Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,*Reyranella*,0.02,0,0,0,0,0,0.01,0.01,0,0,0,0.02
Bacteria,Chloroflexi,KD4-96,KD4-96,KD4-96,*Chloroflexi* (*KD4-96*),0.02,0,0,0,0,0,0.03,0.01,0,0,0,0.01
Bacteria,Chloroflexi,Dehalococcoidia,661239,661239,*Dehalococcoidia* (*661239*),0.01,0,0,0,0,0.01,0.02,0.02,0,0,0,0.02
Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Family of Methanomassiliicoccales,Genus of *Methanomassiliicoccales*,0.01,0,0.01,0,0,0,0,0,0,0.01,0,0.05
Bacteria,Bacteroidota,Bacteroidia,Bacteroidetes_VC2.1_Bac22,Bacteroidetes_VC2.1_Bac22,*Bacteroidia* (*Bacteroidetes_VC2.1_Bac22*),0.02,0.01,0,0,0,0,0.03,0,0,0,0.01,0
Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Genus of *Myxococcaceae*,0.03,0,0,0,0,0,0.02,0,0,0,0,0
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,*Rubinisphaeraceae* (*SH-PL14*),0.02,0,0,0,0,0,0.04,0.01,0,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,*Cytophaga*,0.04,0,0,0,0,0,0.03,0,0,0,0,0
Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,*Gaiella*,0.02,0,0,0,0,0,0.02,0.01,0,0,0,0.01
Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,*Blastocatellaceae* (*JGI_0001001-H03*),0.03,0,0,0,0,0,0.04,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,*Rickettsia*,0.03,0,0,0,0,0,0.03,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,*Rhodobacter*,0.02,0,0,0,0,0,0.04,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales,*Candidatus_Jidaibacter*,0.02,0,0,0,0,0,0.03,0,0,0,0,0.01
Bacteria,Chloroflexi,Dehalococcoidia,SPG12-343-353-B75,SPG12-343-353-B75,*Dehalococcoidia* (*SPG12-343-353-B75*),0.02,0,0,0,0,0,0.03,0,0,0,0.01,0.01
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,*Cavicella*,0,0.04,0,0,0.01,0,0,0,0,0,0,0
Bacteria,MBNT15,MBNT15,MBNT15,MBNT15,*Bacteria* (*MBNT15*),0.03,0,0,0,0,0,0.03,0,0,0,0,0
Archaea,Thermoplasmatota,Thermoplasmata,Order of Thermoplasmata,Family of Thermoplasmata,Genus of *Thermoplasmata*,0.02,0,0,0,0,0,0.04,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Family of Elsterales,Genus of *Elsterales*,0.01,0,0,0,0,0,0.02,0.01,0,0,0,0.02
Bacteria,Chloroflexi,TK10,TK10,TK10,*Chloroflexi* (*TK10*),0.02,0,0,0,0,0,0.03,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,*Mesorhizobium*,0.02,0,0,0,0,0,0.02,0.01,0,0,0.01,0
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,*Permianibacter*,0.02,0,0,0,0,0,0.01,0,0,0,0.02,0.01
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,*Sulfuritalea*,0.03,0,0,0,0,0,0.02,0,0,0,0,0
Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,*Chthonomonas*,0.01,0,0,0,0,0,0.02,0,0,0,0,0.02
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,*Silanimonas*,0,0,0,0.01,0,0,0,0,0,0.01,0.04,0
Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,*Pajaroellobacter*,0.03,0,0,0,0,0,0.03,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Genus of *Beijerinckiaceae*,0.01,0,0,0,0,0,0.01,0.01,0,0,0,0.02
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Family of Saccharimonadales,Genus of *Saccharimonadales*,0.01,0,0,0,0,0,0.03,0,0,0,0.01,0.01
Bacteria,Caldatribacteriota,JS1,JS1,JS1,*Caldatribacteriota* (*JS1*),0.01,0.01,0,0,0,0,0.02,0,0.01,0.01,0,0.01
Bacteria,Chloroflexi,Dehalococcoidia,GIF9,GIF9,*Dehalococcoidia* (*GIF9*),0.01,0,0,0,0,0,0,0.01,0,0,0.01,0.02
Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,*Vermiphilaceae*,0.03,0,0,0,0,0,0.02,0,0,0,0,0
Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,*Blastocatella*,0.02,0,0,0,0,0,0.03,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,*Methyloligellaceae*,0.02,0,0,0,0,0,0.02,0,0,0,0,0.01
Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,*Silvanigrella*,0.02,0,0,0,0,0,0.03,0,0,0,0,0
Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,RBG-13-54-9,*Anaerolineae* (*RBG-13-54-9*),0,0,0,0,0,0,0.03,0.01,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Genus of *Rhodocyclaceae*,0.02,0.01,0.01,0,0,0,0.01,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sulfuricellaceae,*Sulfuriferula*,0.02,0,0,0,0,0,0.02,0.01,0,0,0,0.01
Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,*Sulfurifustis*,0.03,0,0,0,0,0,0.02,0,0,0,0,0
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,*Pedosphaeraceae* (*DEV114*),0.02,0,0,0,0,0,0.03,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Genus of *Methylophilaceae*,0,0,0,0,0,0,0,0,0,0,0,0.04
