Kingdom,Phylum,Class,Order,Family,Tax_label,ELLY27.29,ELLY31.33,ELLY36.38,ELLY40.42,ELLY52.54,ELLY56.58,ELLY61.63,ELLY65.67
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,*Vicinamibacteraceae*,0,1480,3740,1790,2900,520,1950,3000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,*Phreatobacter*,160,60,1710,3330,0,90,1940,7900
Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Family of Ardenticatenales,Genus of *Ardenticatenales*,1910,1490,1780,0,8270,570,1090,0
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,*Roseomonas*,720,530,570,3490,340,40,1350,8060
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,*Defluviimonas*,960,680,1370,4690,1420,310,1440,4000
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,*Lacihabitans*,1790,510,1000,2300,1360,0,3670,4200
Bacteria,Bacteroidota,SJA-28,SJA-28,SJA-28,*Bacteroidota* (*SJA-28*),3600,1890,1780,520,3410,1170,2450,0
Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,*Hydrocarboniphaga*,3120,1560,990,1150,2160,140,4050,1350
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,*Opitutus*,0,2220,5980,0,2610,620,2910,0
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,*Aeromonas*,7760,2380,430,970,1870,150,280,380
Bacteria,Bacteroidota,Bacteroidia,Order of Bacteroidia,Family of Bacteroidia,Genus of *Bacteroidia*,1820,1420,3490,0,2220,220,1690,3000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,*Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium*,0,450,650,3540,2560,90,5010,1500
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,*Pedomicrobium*,960,1390,4580,1050,850,110,3880,900
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,*Terrimicrobiaceae* (*FukuN18_freshwater_group*),5030,2960,1180,0,2920,1150,440,0
Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,Gastranaerophilales,*Gastranaerophilales*,6560,5360,0,0,1180,520,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,*Thiothrix*,4870,3230,780,260,3670,380,420,0
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,*Lentimicrobiaceae*,5640,2370,1980,0,2380,810,400,0
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,*Alishewanella*,7940,2100,0,970,1350,130,310,650
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,*Lautropia*,2850,2160,2580,420,3400,590,1210,100
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Genus of *Phycisphaeraceae*,1200,1570,1590,0,0,30,140,8700
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,*Aquaspirillum*,6670,1910,1200,0,2910,210,240,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,*Devosia*,3230,2000,2980,1590,1690,330,1080,0
Bacteria,Dependentiae,Babeliae,Babeliales,Babeliales,*Babeliales*,4300,1470,0,510,3210,800,2530,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Genus of *Rhodospirillaceae*,1610,2550,5830,650,380,80,1110,450
Bacteria,Proteobacteria,Gammaproteobacteria,Immundisolibacterales,Immundisolibacteraceae,Genus of *Immundisolibacteraceae*,5990,470,1000,0,400,40,630,3900
Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,*Turicibacter*,2630,3670,1480,1620,1330,790,430,430
Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,*Acidibacter*,2870,1460,4590,0,2220,390,740,0
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,*Cytophaga*,1430,1720,1310,0,1210,40,1060,5400
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,*Fimbriiglobus*,360,760,2090,1150,830,220,1370,5100
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Simplicispira*,7440,3220,0,0,1210,0,0,0
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,*Microtrichaceae* (*IMCC26207*),3120,1070,2940,2330,1410,300,580,0
Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,*Hydrogenedensaceae*,2730,2490,2390,520,2310,570,730,0
Bacteria,Patescibacteria,Parcubacteria,Order of Parcubacteria,Family of Parcubacteria,Genus of *Parcubacteria*,5930,1090,0,0,3020,30,1670,0
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,*Spirosomaceae*,240,0,410,9790,160,0,190,600
Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),*Bacteria* (*SAR324_clade(Marine_group_B)*),3830,2370,2190,0,2070,410,400,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,*Methylocella*,0,0,0,0,0,0,560,10650
Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,*Anaerolineae* (*A4b*),1430,2510,3260,0,2660,660,640,0
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Genus of *Gemmataceae*,920,2550,640,1490,2190,800,700,1280
Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Genus of *Diplorickettsiaceae*,4060,3190,290,780,620,510,120,900
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,*Spongiibacteraceae* (*BD1-7_clade*),1800,1820,1170,640,3680,710,550,0
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillales_Incertae_Sedis,*Stella*,2250,2500,2190,1330,890,280,820,0
Bacteria,Proteobacteria,Gammaproteobacteria,EV818SWSAP88,EV818SWSAP88,*Gammaproteobacteria* (*EV818SWSAP88*),0,640,1180,0,3090,2140,790,2400
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Genus of *Propionibacteriaceae*,1930,880,430,380,4010,480,1570,550
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,*Candidatus_Paracaedibacter*,1320,3210,410,390,2650,1510,390,300
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,*Thermomonas*,0,1960,1700,2470,1140,370,290,2250
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Sphaerotilus*,1360,3070,2360,0,2530,200,560,0
Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Genus of *Gemmatimonadaceae*,2500,1740,1580,0,2920,470,400,450
Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,*Anaerolineae* (*OLB13*),1430,1300,3390,630,2210,450,540,0
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,*Marinoscillum*,0,140,380,0,400,0,7310,1700
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Family of Rhodospirillales,Genus of *Rhodospirillales*,6910,2530,0,0,0,40,450,0
Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriae,Acidobacteriae,*Paludibaculum*,720,1150,1900,0,2200,460,1550,1800
Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,*Gemmatimonas*,1920,1170,1480,660,1840,330,850,1500
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,*Lentimicrobium*,2940,1110,1710,0,2610,870,490,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,*Candidatus_Arcanobacter*,2630,940,3030,0,1430,320,1350,0
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,*Halieaceae* (*OM60(NOR5)_clade*),1430,1630,2130,650,2510,380,860,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,*Prolixibacteraceae* (*WCHB1-32*),2160,2720,1860,0,2050,640,0,0
Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Genus of *Polyangiaceae*,2160,1960,2330,0,1020,140,230,1580
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,*Ahniella*,1670,2360,2880,0,1210,270,850,0
Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Family of Micavibrionales,Genus of *Micavibrionales*,2410,2570,1390,0,2060,350,440,0
Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,*Pseudarcobacter*,5910,1020,400,470,780,140,170,300
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,*Afipia*,700,0,0,1150,0,60,320,6900
Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,*Candidatus_Competibacter*,2280,1690,2420,0,2060,640,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,*Ensifer*,0,0,0,1420,700,0,3660,3150
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Rhizobacter*,1450,1150,3400,1940,460,420,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,*Roseococcus*,0,0,0,1380,0,0,400,6950
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Genus of *Hydrogenophilaceae*,3110,1110,790,0,2690,620,300,0
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Genus of *Acetobacteraceae*,640,880,2500,1710,670,70,750,1200
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Genus of *Micropepsaceae*,420,2310,400,1510,2060,330,1200,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Genus of *Hyphomicrobiaceae*,1200,1910,2400,0,1090,340,1150,0
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD3-93,*Sphingobacteriales* (*KD3-93*),2060,800,1020,0,2090,230,1010,800
Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,*Thermoanaerobaculaceae* (*Subgroup_10*),0,4110,0,780,1960,390,760,0
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,*Gemmata*,950,1570,340,1120,1010,220,1050,1600
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,*Crenothrix*,2520,1740,150,0,2630,480,330,0
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Genus of *Cellvibrionaceae*,4010,1000,100,0,2460,150,0,0
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Genus of *Spirosomaceae*,2880,560,680,0,210,0,540,2800
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Polaromonas*,4570,1640,0,0,1060,170,230,0
Bacteria,Proteobacteria,Gammaproteobacteria,CCM19a,CCM19a,*Gammaproteobacteria* (*CCM19a*),2530,1430,1000,270,1640,600,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,*Rhizobiaceae*,2740,490,1280,0,890,210,340,1500
Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,*Thermomicrobiales* (*JG30-KF-CM45*),1060,2000,420,1300,1680,370,410,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,*Rivicola*,3830,1240,0,0,1840,160,160,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Macromonas*,5610,1410,0,0,0,10,0,0
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,*Chryseobacterium*,970,920,0,1950,810,40,580,1750
Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41,*Kiritimatiellae* (*WCHB1-41*),940,2120,410,0,2790,350,360,0
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,*Cloacibacterium*,2030,280,300,1380,240,60,410,2250
Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,*Arcobacter*,5450,830,0,0,620,40,0,0
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,*Terrimicrobium*,0,3380,1960,1520,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,*Alkanindiges*,2790,1070,340,380,930,150,130,1000
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,*Uliginosibacterium*,2030,950,240,0,2720,380,430,0
Bacteria,Proteobacteria,Alphaproteobacteria,Order of Alphaproteobacteria,Family of Alphaproteobacteria,Genus of *Alphaproteobacteria*,180,2030,1680,660,1480,350,330,0
Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,*Coxiella*,0,2760,2210,250,1050,420,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,R7C24,*Gammaproteobacteria* (*R7C24*),0,750,4190,0,830,420,490,0
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,*Candidatus_Microthrix*,850,370,0,0,4290,600,550,0
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,*Pseudarcicella*,1360,310,730,1100,0,40,210,2800
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,*Porphyrobacter*,0,0,0,0,0,0,510,6000
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Phormidiaceae,*Phormidiaceae* (*Tychonema_CCAP_1459-11B*),710,730,0,0,3350,710,790,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,*Alistipes*,3220,1960,0,0,900,170,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Candidatus_Hepatincola,*Candidatus_Hepatincola*,2520,480,0,0,2010,150,320,750
Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,*Sandaracinus*,840,630,2580,510,1280,270,80,0
Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,*Neochlamydia*,2270,1950,1500,0,190,160,110,0
Bacteria,Patescibacteria,Gracilibacteria,Gracilibacteria,Gracilibacteria,*Gracilibacteria*,2390,570,380,0,550,100,480,1700
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,*Bradyrhizobium*,0,1800,1860,0,0,250,610,1650
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,*Sphingomonas*,0,110,110,0,0,520,410,4950
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,*Rhodopirellula*,480,530,0,240,2130,820,1620,0
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,*Microbacterium*,360,1200,0,2950,600,150,290,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales,*Candidatus_Jidaibacter*,0,0,0,0,0,80,0,5400
Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,Bradymonadales,*Bradymonadales*,1180,520,990,0,930,140,340,1350
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,*Achromobacter*,0,0,0,0,0,0,0,5400
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Genus of *Xanthomonadaceae*,1080,0,0,1280,480,100,0,2400
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,*Nitrosomonadaceae* (*Ellin6067*),80,1750,1010,0,1390,210,880,0
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,*Lacibacter*,0,0,0,0,1090,0,0,4200
Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,*Myxococcaceae* (*P3OB-42*),1430,1060,1430,0,1050,230,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,*Pseudorhodoplanes*,0,0,1200,1040,0,220,2520,0
Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,*Chlamydiales* (*cvE6*),1430,840,0,0,750,800,1150,0
Bacteria,Elusimicrobiota,Lineage_IIb,Lineage_IIb,Lineage_IIb,*Lineage_IIb*,1430,630,0,0,2040,390,360,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Genus of *Beijerinckiaceae*,850,420,600,780,910,160,210,900
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,*Shewanella*,650,100,0,2840,270,20,70,870
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,*Phycisphaeraceae* (*CL500-3*),0,1140,1350,0,1550,470,280,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Genus of *Paludibacteraceae*,3620,870,0,0,220,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,*Candidatus_Amoebophilus*,1430,420,590,0,600,180,290,1200
Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,*Alkanibacter*,1070,1050,910,1400,0,260,0,0
Archaea,Halobacterota,Methanosarcinia,Methanosarciniales,Methanosarcinaceae,*Methanosarcina*,1210,1560,0,0,1240,650,0,0
Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,*Holophagaceae*,2040,830,0,0,1360,420,0,0
Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,Subgroup_17,*Vicinamibacteria* (*Subgroup_17*),0,1990,0,0,1680,380,570,0
Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,*Turneriella*,2020,670,1510,0,0,90,300,0
Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Genus of *Steroidobacteraceae*,0,1450,980,0,1090,290,590,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,*Prevotella*,2650,940,280,0,370,50,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,*Proteiniclasticum*,1920,660,170,180,1150,90,120,0
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,*Candidatus_Captivus*,960,1170,1210,900,0,30,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,*Burkholderiales* (*TRA3-20*),610,0,620,0,500,90,800,1650
Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Genus of *Blastocatellaceae*,0,0,810,0,850,20,1080,1500
Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Xenococcaceae,*Xenococcaceae* (*Pleurocapsa_PCC-7319*),1590,1000,350,0,970,340,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Family of Rickettsiales,Genus of *Rickettsiales*,1910,790,570,0,830,140,0,0
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,*Aeromicrobium*,0,0,0,0,0,100,0,4050
Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,*Peredibacter*,620,160,0,0,1250,60,0,1950
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,*Schlesneria*,0,1110,980,0,540,100,410,900
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Genus of *Moraxellaceae*,1320,680,410,0,770,50,220,520
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Genus of *Xanthobacteraceae*,0,930,0,0,1090,60,0,1800
Bacteria,Patescibacteria,Microgenomatia,Candidatus_Collierbacteria,Candidatus_Collierbacteria,*Candidatus_Collierbacteria*,1690,320,0,0,1490,0,320,0
Bacteria,Elusimicrobiota,Rs-M47,Rs-M47,Rs-M47,*Elusimicrobiota* (*Rs-M47*),0,0,0,0,2640,890,280,0
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,*Iamia*,0,0,980,0,2240,350,220,0
Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Genus of *Actinomycetaceae*,1820,770,270,0,680,240,0,0
Bacteria,Bdellovibrionota,Oligoflexia,053A03-B-DI-P58,053A03-B-DI-P58,*Oligoflexia* (*053A03-B-DI-P58*),2040,0,990,250,250,0,210,0
Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,*Phaselicystis*,1150,520,820,0,420,350,480,0
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,*Rhodococcus*,0,790,0,370,60,420,0,2030
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,*Arcicella*,570,0,0,0,0,40,180,2800
Bacteria,Acidobacteriota,Blastocatellia,11-24,11-24,*Blastocatellia* (*11-24*),0,940,0,0,1560,360,720,0
Bacteria,Proteobacteria,Gammaproteobacteria,Run-SP154,Run-SP154,*Gammaproteobacteria* (*Run-SP154*),1370,430,600,0,890,280,0,0
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,*Ilumatobacteraceae* (*CL500-29_marine_group*),950,790,780,0,890,150,0,0
Bacteria,Cyanobacteria,Sericytochromatia,Sericytochromatia,Sericytochromatia,*Sericytochromatia*,1390,790,300,0,770,80,230,0
Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,RBG-13-54-9,*Anaerolineae* (*RBG-13-54-9*),240,320,1720,0,1080,110,70,0
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,*Macellibacteroides*,2400,870,80,0,160,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Ramlibacter*,1300,470,0,0,1110,0,570,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,T34,*Burkholderiales* (*T34*),240,90,170,110,1850,300,230,420
Bacteria,Myxococcota,Polyangia,mle1-27,mle1-27,*Polyangia* (*mle1-27*),0,270,1410,0,60,160,730,750
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,*Ruminococcus*,1800,510,0,130,790,90,0,0
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,*Blautia*,1940,780,0,250,280,60,0,0
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,*Tundrisphaera*,480,580,240,310,190,60,540,850
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,*Mesorhizobium*,0,860,1870,90,350,40,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,*Gemmobacter*,0,0,0,1800,0,0,0,1400
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,*Marmoricola*,1680,800,0,0,600,90,0,0
Bacteria,Desulfobacterota,Desulfuromonadia,PB19,PB19,*Desulfuromonadia* (*PB19*),1340,270,290,0,1070,40,140,0
Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Genus of *Bacteriovoracaceae*,1950,0,0,0,1080,0,70,0
Bacteria,Proteobacteria,Alphaproteobacteria,Ferrovibrionales,Ferrovibrionaceae,*Ferrovibrio*,0,640,1620,780,0,0,0,0
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,*Hypnocyclicus*,2400,330,0,0,200,10,60,0
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,*Aurantisolimonas*,2150,380,400,0,0,40,0,0
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,*Lentimonas*,1570,740,580,0,0,60,0,0
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,*Nocardioides*,240,160,590,880,360,30,620,0
Bacteria,Firmicutes,Bacilli,Entomoplasmatales,Entomoplasmatales_Incertae_Sedis,*Candidatus_Hepatoplasma*,1930,850,0,0,0,100,0,0
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,*Phycisphaeraceae* (*SM1A02*),360,740,200,0,850,330,370,0
Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Family of Defluviicoccales,Genus of *Defluviicoccales*,400,460,340,840,0,30,170,600
Bacteria,Proteobacteria,Gammaproteobacteria,HglApr721,HglApr721,*Gammaproteobacteria* (*HglApr721*),0,0,0,1290,0,0,920,600
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,*Runella*,0,380,530,510,0,0,260,1100
Bacteria,Acidobacteriota,Blastocatellia,DS-100,DS-100,*Blastocatellia* (*DS-100*),0,940,820,0,730,240,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,*Rhodopseudomonas*,0,0,0,0,0,0,480,2250
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,*Denitratisoma*,640,610,400,0,780,240,0,0
Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,MVP-88,*Elusimicrobia* (*MVP-88*),1450,0,0,0,830,360,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,*Enterococcus*,1810,560,0,0,210,50,0,0
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,*Flavihumibacter*,0,0,0,420,840,0,750,600
Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,*Desulfobulbus*,610,670,600,0,400,320,0,0
Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,*Bacteriovorax*,1080,790,0,0,720,0,0,0
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,*Phaeodactylibacter*,0,520,1180,0,460,120,300,0
Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Genus of *Beggiatoaceae*,1680,0,0,0,840,60,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Genus of *Enterobacteriaceae*,1670,550,0,0,240,50,70,0
Bacteria,Desulfobacterota,Class of Desulfobacterota,Order of Desulfobacterota,Family of Desulfobacterota,Genus of *Desulfobacterota*,0,810,0,260,970,220,280,0
Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,*Methanobrevibacter*,1430,430,0,0,610,0,0,0
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,*Luteolibacter*,0,0,0,0,710,210,330,1200
