Kingdom,Phylum,Class,Order,Family,Tax_label,ABOR.S006,ABOR.S015,ABOR.S017,ABOR.S019,ABOR.S021,ABOR.S023,ABOR.S034,ABOR.S039,ABOR.S041,ABOR.S043,ABOR.S045,ABOR.S047
Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,*Chlamydiales* (*cvE6*),23000,32000,8000,0,6000,0,17000,31000,17000,7000,28000,44000
Bacteria,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22,*Gracilibacteria* (*JGI_0000069-P22*),38000,32000,27000,0,0,0,17000,0,24000,20000,28000,6000
Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,LiUU-11-161,*Sphingobacteriales* (*LiUU-11-161*),103000,0,2000,0,0,0,61000,22000,0,3000,0,0
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,*Flaviaesturariibacter*,4000,23000,0,54000,31000,0,0,30000,0,12000,10000,26000
Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,Family of Woesearchaeales,Genus of *Woesearchaeales*,39000,0,43000,9000,21000,57000,19000,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,*Hyphomicrobium*,32000,0,24000,0,0,35000,25000,0,14000,18000,0,40000
Bacteria,Planctomycetota,Pla4_lineage,Pla4_lineage,Pla4_lineage,*Planctomycetota* (*Pla4_lineage*),32000,0,0,0,0,11000,27000,47000,10000,29000,7000,16000
Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,koll11,*Omnitrophales* (*koll11*),57000,34000,0,0,0,0,35000,20000,0,6000,24000,0
Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,*Peredibacter*,75000,14000,0,16000,0,10000,38000,0,0,5000,0,15000
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,*Luteimonas*,2000,0,0,82000,0,23000,2000,0,0,0,62000,0
Bacteria,Planctomycetota,vadinHA49,vadinHA49,vadinHA49,*Planctomycetota* (*vadinHA49*),37000,12000,0,16000,0,0,30000,27000,0,12000,20000,15000
Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,*Dongia*,49000,25000,16000,0,0,0,38000,25000,0,10000,0,4000
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,*Diplosphaera*,0,0,0,11000,0,0,10000,56000,0,10000,21000,56000
Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoidales,Family of Dehalococcoidales,Genus of *Dehalococcoidales*,9000,55000,0,17000,0,23000,5000,0,0,12000,8000,34000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Genus of *Rhizobiales_Incertae_Sedis*,30000,0,0,0,39000,0,20000,47000,0,5000,0,18000
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Genus of *Sphingomonadaceae*,18000,6000,8000,42000,0,7000,14000,0,0,0,64000,0
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,*Pedosphaeraceae*,65000,45000,0,0,0,0,38000,0,0,11000,0,0
Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,*Solirubrobacterales* (*67-14*),28000,0,0,33000,21000,0,14000,34000,10000,0,0,17000
Archaea,Iainarchaeota,Iainarchaeia,Iainarchaeales,Iainarchaeales,*Iainarchaeales*,10000,25000,14000,0,29000,64000,4000,0,0,0,0,10000
Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Family of Elsterales,Genus of *Elsterales*,10000,0,0,0,14000,0,18000,38000,0,8000,9000,58000
Bacteria,Dependentiae,Babeliae,Babeliales,Family of Babeliales,Genus of *Babeliales*,17000,0,17000,0,0,0,8000,54000,0,6000,31000,21000
Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,*Coxiella*,33000,6000,18000,0,12000,0,27000,8000,0,2000,22000,25000
Bacteria,Planctomycetota,Phycisphaerae,CCM11a,CCM11a,*Phycisphaerae* (*CCM11a*),78000,0,8000,0,0,0,48000,5000,0,6000,0,7000
Bacteria,Patescibacteria,Microgenomatia,Candidatus_Daviesbacteria,Candidatus_Daviesbacteria,*Candidatus_Daviesbacteria*,4000,0,0,0,0,0,8000,58000,6000,5000,17000,47000
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Moranbacteria,Candidatus_Moranbacteria,*Candidatus_Moranbacteria*,5000,9000,0,0,0,0,9000,18000,0,17000,39000,44000
Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,*Candidatus_Berkiella*,50000,0,3000,0,16000,0,29000,32000,0,4000,0,7000
Bacteria,Chloroflexi,OLB14,OLB14,OLB14,*Chloroflexi* (*OLB14*),30000,0,0,0,0,10000,17000,29000,0,4000,28000,20000
Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,*Bacteriovorax*,79000,6000,0,0,0,21000,31000,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,KF-JG30-B3,*Rhizobiales* (*KF-JG30-B3*),19000,31000,0,0,0,0,19000,23000,0,11000,26000,8000
Bacteria,Myxococcota,Polyangia,Blfdi19,Blfdi19,*Polyangia* (*Blfdi19*),30000,0,0,16000,0,26000,29000,21000,0,6000,0,8000
Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,*Reyranella*,14000,0,0,0,0,15000,9000,33000,11000,5000,11000,37000
Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,Subgroup_17,*Vicinamibacteria* (*Subgroup_17*),66000,0,0,0,0,18000,30000,0,0,7000,13000,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Family of Rickettsiales,Genus of *Rickettsiales*,22000,20000,20000,0,0,0,28000,10000,11000,0,0,19000
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,B1-7BS,*Burkholderiales* (*B1-7BS*),55000,0,0,0,10000,0,42000,7000,0,0,0,15000
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Genus of *Paracaedibacteraceae*,55000,0,0,0,0,0,32000,0,0,6000,0,35000
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Methylacidiphilales,Methylacidiphilaceae,Genus of *Methylacidiphilaceae*,47000,0,0,0,0,13000,31000,0,0,14000,8000,14000
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,*Rhizobacter*,12000,0,0,0,0,0,10000,0,68000,35000,0,1000
Bacteria,Chloroflexi,Dehalococcoidia,t0.6.f,t0.6.f,*Dehalococcoidia* (*t0.6.f*),10000,6000,0,0,18000,20000,11000,0,0,10000,27000,23000
Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,*Aquicella*,22000,12000,0,0,0,0,21000,15000,15000,7000,0,33000
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,*Aeromonas*,20000,0,89000,0,0,0,6000,0,0,0,0,6000
Bacteria,Patescibacteria,Parcubacteria,UBA9983,UBA9983,*Parcubacteria* (*UBA9983*),15000,20000,0,0,0,0,22000,5000,0,13000,38000,6000
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,*Sideroxydans*,43000,0,0,0,0,14000,32000,10000,0,0,0,19000
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,*Undibacterium*,15000,0,0,0,0,0,24000,44000,0,14000,20000,0
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,*Salegentibacter*,9000,23000,0,0,0,0,3000,32000,27000,13000,9000,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,*Candidatus_Nitrotoga*,27000,0,0,66000,0,0,23000,0,0,0,0,0
Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,Desulfobaccaceae,*Desulfobacca*,10000,0,0,0,0,0,15000,22000,0,23000,13000,31000
Archaea,Altiarchaeota,Altiarchaeia,Altiarchaeales,Altiarchaeaceae,*Candidatus_Altiarchaeum*,1000,17000,0,0,0,0,5000,39000,0,0,51000,0
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,*Ilumatobacteraceae* (*CL500-29_marine_group*),12000,0,0,0,0,0,14000,22000,0,12000,53000,0
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,*Cryomorphaceae* (*NS10_marine_group*),57000,0,12000,0,0,0,31000,0,10000,0,0,0
Bacteria,Armatimonadota,Class of Armatimonadota,Order of Armatimonadota,Family of Armatimonadota,Genus of *Armatimonadota*,17000,0,0,0,0,0,19000,0,6000,5000,20000,42000
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Genus of *Isosphaeraceae*,7000,0,0,0,0,0,9000,26000,15000,11000,31000,9000
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,*Luteolibacter*,1000,0,10000,43000,0,23000,1000,0,0,14000,0,14000
Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,*Candidatus_Endoecteinascidia*,25000,6000,22000,0,0,0,15000,14000,0,10000,0,12000
Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonadaceae,*Crenothrix*,19000,0,4000,0,25000,0,16000,17000,0,13000,0,9000
Bacteria,Chloroflexi,Dehalococcoidia,GIF3,GIF3,*Dehalococcoidia* (*GIF3*),19000,0,0,0,0,0,9000,0,0,6000,40000,26000
Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,*Myxococcaceae* (*P3OB-42*),21000,3000,0,0,14000,0,23000,10000,0,0,13000,16000
Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Genus of *Myxococcaceae*,32000,12000,12000,0,0,0,18000,4000,0,6000,10000,5000
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Nealsonbacteria,Candidatus_Nealsonbacteria,*Candidatus_Nealsonbacteria*,8000,0,0,0,0,0,5000,18000,0,4000,42000,22000
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,*Silanimonas*,0,0,0,47000,0,0,0,0,0,7000,45000,0
Bacteria,Dependentiae,Babeliae,Babeliales,UBA12409,*Babeliales* (*UBA12409*),7000,0,0,0,0,0,11000,0,10000,28000,11000,31000
Bacteria,Proteobacteria,Gammaproteobacteria,KF-JG30-C25,KF-JG30-C25,*Gammaproteobacteria* (*KF-JG30-C25*),29000,0,0,11000,18000,18000,18000,0,0,4000,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,*Candidatus_Megaira*,31000,0,0,0,0,0,21000,38000,0,4000,0,3000
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,*Rickettsiales* (*AB1*),18000,0,0,0,0,0,23000,22000,0,7000,0,25000
Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011,*Woesearchaeales* (*AR20*),0,0,0,0,0,94000,0,0,0,0,0,0
Bacteria,Chloroflexi,KD4-96,KD4-96,KD4-96,*Chloroflexi* (*KD4-96*),9000,0,0,0,17000,18000,10000,26000,0,0,0,14000
Bacteria,Acidobacteriota,Subgroup_22,Subgroup_22,Subgroup_22,*Acidobacteriota* (*Subgroup_22*),27000,0,0,0,0,0,16000,15000,0,0,12000,22000
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Genus of *Caulobacteraceae*,9000,3000,0,0,0,11000,7000,27000,0,9000,7000,19000
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Inquilinaceae,*Inquilinus*,6000,9000,0,0,0,0,5000,37000,0,7000,16000,11000
Bacteria,Bacteroidota,Bacteroidia,Bacteroidetes_VC2.1_Bac22,Bacteroidetes_VC2.1_Bac22,*Bacteroidia* (*Bacteroidetes_VC2.1_Bac22*),9000,23000,0,0,18000,0,15000,0,12000,0,12000,0
Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,*Neochlamydia*,25000,20000,0,0,0,0,19000,17000,0,0,0,7000
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,*Flavobacteriales* (*NS9_marine_group*),37000,0,9000,0,0,0,34000,0,0,0,0,4000
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,*Blastopirellula*,4000,0,0,0,0,0,10000,37000,0,9000,0,24000
Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Genus of *Gemmatimonadaceae*,19000,0,0,0,0,0,19000,34000,0,0,0,10000
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Genus of *Rhodocyclaceae*,21000,20000,23000,0,0,0,11000,5000,0,0,0,0
Bacteria,Chloroflexi,Dehalococcoidia,MSBL5,MSBL5,*Dehalococcoidia* (*MSBL5*),8000,12000,0,0,0,0,4000,16000,0,6000,0,31000
Bacteria,Actinobacteriota,Actinobacteria,PeM15,PeM15,*Actinobacteria* (*PeM15*),10000,0,0,0,0,27000,8000,0,0,8000,7000,16000
Bacteria,Caldatribacteriota,JS1,JS1,JS1,*Caldatribacteriota* (*JS1*),5000,20000,0,0,0,0,6000,0,18000,11000,8000,8000
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,*Fluviicola*,34000,0,0,0,0,0,14000,15000,0,4000,8000,0
Bacteria,WPS-2,WPS-2,WPS-2,WPS-2,*Bacteria* (*WPS-2*),32000,0,5000,0,7000,0,16000,0,0,4000,7000,4000
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadales,*Saccharimonadales*,13000,0,0,0,0,0,18000,19000,6000,0,2000,16000
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,*Halomonas*,11000,12000,0,0,8000,0,8000,0,0,9000,0,25000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,*Bauldia*,9000,0,0,0,0,11000,4000,10000,0,5000,5000,28000
Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,*Candidatus_Ovatusbacter*,29000,0,0,0,0,0,24000,10000,0,0,0,8000
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Family of Chitinophagales,Genus of *Chitinophagales*,44000,0,0,0,6000,0,15000,5000,0,0,0,0
Bacteria,Latescibacterota,Latescibacterota,Latescibacterota,Latescibacterota,*Latescibacterota*,26000,12000,0,0,0,0,19000,12000,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,*Ketobacter*,13000,25000,24000,0,0,0,7000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,*Permianibacter*,9000,0,0,0,0,0,6000,0,0,0,46000,8000
Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,Genus of *Sandaracinaceae*,20000,0,0,0,0,0,11000,22000,0,0,0,15000
Archaea,Thermoplasmatota,Thermoplasmata,Marine_Benthic_Group_D_and_DHVEG-1,Marine_Benthic_Group_D_and_DHVEG-1,*Thermoplasmata* (*Marine_Benthic_Group_D_and_DHVEG-1*),3000,12000,0,0,40000,0,0,0,0,12000,0,0
Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,*Pajaroellobacter*,33000,0,0,0,0,0,23000,0,0,9000,0,0
Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,*Methanoregula*,12000,0,13000,11000,12000,0,2000,0,0,3000,7000,4000
Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),*Bacteria* (*Marinimicrobia_(SAR406_clade)*),7000,6000,0,0,0,17000,4000,10000,0,8000,0,11000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Genus of *Beijerinckiaceae*,13000,0,0,0,0,0,4000,27000,0,10000,0,9000
Bacteria,Acidobacteriota,Subgroup_5,Subgroup_5,Subgroup_5,*Acidobacteriota* (*Subgroup_5*),23000,0,0,0,0,0,13000,14000,0,4000,0,8000
Bacteria,Bacteroidota,OC31,OC31,OC31,*Bacteroidota* (*OC31*),2000,28000,0,0,0,0,4000,0,0,0,4000,24000
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,*Aquisphaera*,10000,0,0,0,0,0,4000,18000,0,0,0,30000
Bacteria,Bacteroidota,Bacteroidia,Order of Bacteroidia,Family of Bacteroidia,Genus of *Bacteroidia*,12000,0,0,0,0,0,35000,10000,0,0,0,4000
Bacteria,Elusimicrobiota,Elusimicrobia,MVP-88,MVP-88,*Elusimicrobia* (*MVP-88*),35000,0,0,0,0,0,18000,0,0,0,7000,0
Bacteria,Actinobacteriota,Acidimicrobiia,Order of Acidimicrobiia,Family of Acidimicrobiia,Genus of *Acidimicrobiia*,7000,14000,0,0,0,0,5000,12000,0,9000,0,12000
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Lloydbacteria,Candidatus_Lloydbacteria,*Candidatus_Lloydbacteria*,10000,0,0,0,0,0,18000,21000,0,0,7000,3000
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,*Candidatus_Finniella*,14000,0,0,0,0,0,11000,7000,0,5000,0,22000
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Genus of *Methylophilaceae*,0,0,3000,0,6000,0,0,0,0,0,0,50000
Bacteria,Planctomycetota,Phycisphaerae,MSBL9,SG8-4,*Phycisphaerae* (*SG8-4*),17000,0,0,0,10000,0,7000,0,0,0,0,24000
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,*Rubinisphaeraceae* (*SH-PL14*),11000,0,8000,0,0,0,17000,22000,0,0,0,0
Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,*Nitrosarchaeum*,5000,0,0,0,0,0,0,0,0,0,28000,24000
Bacteria,Chloroflexi,Dehalococcoidia,661239,661239,*Dehalococcoidia* (*661239*),5000,0,0,0,0,15000,4000,21000,0,0,0,12000
Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Genus of *Rubinisphaeraceae*,5000,0,6000,0,20000,0,2000,3000,0,0,0,21000
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sulfuricellaceae,*Sulfuriferula*,14000,0,0,0,0,0,10000,23000,0,0,0,10000
Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,*Candidatus_Captivus*,20000,0,0,0,0,0,13000,15000,0,0,0,8000
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,37-13,*Chitinophagales* (*37-13*),6000,0,0,0,0,0,4000,18000,0,0,14000,11000
Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,RBG-13-54-9,*Anaerolineae* (*RBG-13-54-9*),2000,0,0,0,0,9000,13000,29000,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Family of Defluviicoccales,Genus of *Defluviicoccales*,16000,0,0,0,0,0,13000,11000,0,0,4000,8000
Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,*Chthonomonas*,7000,0,0,11000,0,0,10000,0,0,0,0,23000
Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,*Cytophaga*,34000,0,0,0,0,0,17000,0,0,0,0,0
Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,*Bdellovibrionaceae* (*OM27_clade*),31000,0,0,0,0,0,20000,0,0,0,0,0
Bacteria,Chloroflexi,Dehalococcoidia,JdFR-54,JdFR-54,*Dehalococcoidia* (*JdFR-54*),9000,0,0,0,0,0,3000,0,0,0,9000,30000
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chitinibacteraceae,*Deefgea*,17000,17000,0,0,0,11000,6000,0,0,0,0,0
Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Family of Methanomassiliicoccales,Genus of *Methanomassiliicoccales*,4000,0,13000,0,0,0,1000,0,0,6000,0,26000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,*Mesorhizobium*,13000,0,0,0,0,0,9000,15000,0,0,13000,0
Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,*Candidatus_Bacilloplasma*,17000,14000,0,0,0,0,3000,0,0,0,7000,8000
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Campbellbacteria,Candidatus_Campbellbacteria,*Candidatus_Campbellbacteria*,13000,0,0,0,0,0,35000,0,0,0,0,0
Archaea,Micrarchaeota,Micrarchaeia,Micrarchaeales,CG1-02-32-21,*Micrarchaeales* (*CG1-02-32-21*),2000,0,0,27000,15000,0,3000,0,0,0,0,0
Bacteria,FCPU426,FCPU426,FCPU426,FCPU426,*Bacteria* (*FCPU426*),17000,17000,0,0,0,0,13000,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,*Pseudolabrys*,19000,28000,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,Genus of *Gallionellaceae*,14000,0,0,0,0,16000,7000,10000,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,*Nitrosomonadaceae* (*mle1-7*),31000,0,0,0,0,0,16000,0,0,0,0,0
Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,*Phycisphaeraceae* (*AKYG587*),10000,0,0,0,6000,0,10000,0,0,4000,0,16000
Bacteria,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Genus of *Beggiatoaceae*,15000,0,0,0,0,0,19000,10000,0,2000,0,0
Bacteria,Planctomycetota,Phycisphaerae,mle1-8,mle1-8,*Phycisphaerae* (*mle1-8*),14000,14000,0,0,0,0,11000,0,0,0,0,6000
Bacteria,Cyanobacteria,Vampirivibrionia,Vampirovibrionales,Vampirovibrionaceae,*Vampirovibrio*,2000,20000,0,0,0,0,2000,0,0,0,19000,1000
Bacteria,Planctomycetota,Pla3_lineage,Pla3_lineage,Pla3_lineage,*Planctomycetota* (*Pla3_lineage*),23000,0,0,0,0,0,15000,0,0,0,0,6000
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,*Fimbriiglobus*,1000,0,0,0,13000,26000,4000,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Genus of *Acetobacteraceae*,28000,0,0,0,0,0,16000,0,0,0,0,0
Bacteria,Planctomycetota,Planctomycetes,Order of Planctomycetes,Family of Planctomycetes,Genus of *Planctomycetes*,6000,0,0,0,0,0,2000,0,0,14000,0,20000
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,*Rhodopirellula*,9000,0,0,0,0,0,11000,0,0,0,0,22000
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,*Lacunisphaera*,33000,0,0,0,0,0,9000,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,*Shewanella*,23000,0,0,0,0,0,6000,0,0,0,4000,8000
Bacteria,Chloroflexi,Dehalococcoidia,GIF9,GIF9,*Dehalococcoidia* (*GIF9*),3000,0,0,0,0,0,0,14000,0,0,11000,12000
Bacteria,Elusimicrobiota,4-29,4-29,4-29,*Elusimicrobiota* (*4-29*),2000,0,0,0,0,0,2000,25000,0,0,0,11000
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,*Aurantisolimonas*,7000,0,0,0,0,0,4000,18000,0,0,10000,0
Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,*Bergeyella*,0,39000,0,0,0,0,0,0,0,0,0,0
Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Genus of *Bacteriovoracaceae*,6000,12000,0,0,0,0,1000,20000,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Candidatus_Hepatincola,*Candidatus_Hepatincola*,10000,17000,0,0,0,0,2000,0,0,0,0,10000
Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,Ga0077536,*Gammaproteobacteria* (*Ga0077536*),23000,0,0,0,0,0,16000,0,0,0,0,0
Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,*Silvanigrella*,12000,0,0,0,0,8000,14000,0,0,4000,0,0
Bacteria,Chloroflexi,TK10,TK10,TK10,*Chloroflexi* (*TK10*),12000,0,0,0,0,0,14000,10000,0,0,0,2000
Bacteria,Cyanobacteria,Vampirivibrionia,Vampirovibrionales,Vampirovibrionaceae,*Vampirovibrionaceae*,0,0,0,0,0,0,3000,24000,0,3000,0,8000
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Genus of *Hyphomicrobiaceae*,8000,0,0,0,0,0,9000,21000,0,0,0,0
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,*Saccharimonadales* (*LWQ8*),7000,0,0,0,0,0,10000,16000,0,0,0,3000
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Genus of *Pedosphaeraceae*,22000,0,0,0,0,0,10000,0,0,0,4000,0
Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,Rokubacteriales,*Rokubacteriales*,13000,0,0,0,0,0,8000,10000,0,0,4000,0
Bacteria,Patescibacteria,Parcubacteria,Candidatus_Wolfebacteria,Candidatus_Wolfebacteria,*Candidatus_Wolfebacteria*,0,0,0,0,0,0,0,18000,0,5000,10000,2000
Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,*Woeseia*,23000,0,0,0,0,0,12000,0,0,0,0,0
Bacteria,Chloroflexi,Dehalococcoidia,GIF9,AB-539-J10,*Dehalococcoidia* (*AB-539-J10*),1000,0,0,0,0,22000,2000,0,0,9000,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,*Thioclava*,0,0,0,0,0,0,3000,0,0,0,30000,0
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Genus of *Oxalobacteraceae*,11000,0,0,6000,0,0,5000,0,0,0,0,11000
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Genus of *Opitutaceae*,21000,0,0,0,0,0,12000,0,0,0,0,0
Bacteria,Patescibacteria,Berkelbacteria,Berkelbacteria,Berkelbacteria,*Berkelbacteria*,6000,12000,5000,0,0,0,4000,0,0,0,5000,0
Bacteria,Proteobacteria,Alphaproteobacteria,Caedibacterales,Caedibacteraceae,Genus of *Caedibacteraceae*,8000,0,0,0,0,0,7000,0,11000,0,0,6000
Bacteria,MBNT15,MBNT15,MBNT15,MBNT15,*Bacteria* (*MBNT15*),16000,0,0,0,0,0,15000,0,0,0,0,0
